Text,Sub-task A
"Bro there are countless people living are not only uneducated they are
literally illiterate, but still they know how to respect people especially who
have helped them. So I hope u got it.",CAG
"Mr, Saurabh please tell me in past she involved in Narmada bhachvo in gujrat,
mp and ms state",NAG
"This Arundhati Roy, I hope meets 'Ranga and Billa' type criminals, then she
will be gone for good. And this time duo's crime will be praised.",CAG
That's not our problems!!,NAG
I hate people who abuse Lgbt,CAG
arreste that kung fu kutti,OAG
Why? Would you care to explain,NAG
Right 👍,NAG
"You might wanna check on a movie named ""Flight"", available on Netflix and see
the similarities, minus the love drama.",NAG
These r the people who can't digest the truth.,NAG
"Right sir....... love you....  
Because,,,U r exposed Bollywood.",NAG
It's superb Bhai,NAG
Kutte ki tarah pyar krr rhe hai 🤣🤣🤣,OAG
"Vido k,d",NAG
Bessttj,NAG
Funny Man,NAG
"Photograph bruises and make a recording of video through camera on mobile
phone and show it to policemen.",NAG
Osm,NAG
What a mature take on Bollywood sir :),NAG
She can write her father name in npr ranga billa.,NAG
"Don't bring in persons like Kasturi. Misusing the freedom. Low thinking women
like Arundati should sent back to her country. Any nonsense they talk cannot
take anymore.",NAG
I'm a liberal and I don't do that. I'm tolerant towards everyone that's all,NAG
Who the hell r these liberals and feminist. Assholes.. kick them all..,OAG
voice copy with taza news,NAG
Mental,NAG
For MISOGINIST sexist patriarchal men they all are father fuckers,OAG
Nice job man....every one should do that,NAG
Welcome.back,NAG
She has to be punished,NAG
"Pratik bro thank you so much for your explanation on liberals and feminists
activites in India  
All indian younge generation wants to know  
Good explanation 👌👌👌",NAG
"Kabir Singh is India's reply to  
"" Doctor Strange""",NAG
"100% true review Pratik Bhai...  
True love ki Jai Ho 👍👍👍👍",NAG
I am also lesbian,NAG
Nice boss. Thanks,NAG
"This lady is a total nutcase!!.....She can be best described with profane
phrases like a Cock womble or a Dingleberry!!....Mad lady!!",NAG
"Reject CAA  
Boycott NRC  
Boycott NPR",OAG
Right 👌👌👌👌👌👌,NAG
you are innocent,NAG
"Fuck off... Don't u day dare spread homophobia. Human race is not abt
increasing progeny. Love n compassion r the essence of humanity. If u r
intolerant towards a section just bcoz of their sexuality, then to hell with
u!",OAG
Your acting,NAG
"Well Done , Best Review and Explaination",NAG
"I am a girl I don't like that VDO.. The dialogues of the it's not a great
thing",CAG
"Liberals do not have problem with the movie but with Shahid Kapoor after he
attended the swearing in ceremony of PM Modi. Shahid Kapoor is the latest
target after Kangana Ranaut. Now onwards all his movies will be targeted.",NAG
Good analysis f the movies' story.,NAG
"I was hating this movie to the core. Because people were all out making arjun
reddy/kabir singh as hero and overlooking the self-destructive habits he had,
in a way validating them. But the way you have tried to explain it, i want
every viewer to take a note of this. That kabir singh is an imperfect human
and we should realize every bad habit of his as bad and good traits of him
should be appreciated too. Considering him so great, publicising him as a
macho dude is in a way whitewashing every wrong thing in him and due to this i
was very uncomfirtable. I cant see the youth taking inspiration from this and
getting into drinking or drugs. There was no liberal or feminist agenda behind
it. So not everthing is about liberalism or feminism.",CAG
"Well why can't u grasp that a guy can live however he wants, I myself would
wear t-shirts & shorts to jobs instead of formal shirts as we can do what's
comfortable & why can't a guy be topper? I pump & dump girls with consent yet
never got less than 75% ever, well in those days seniors were respected like
teachers & could do whatever they wanted with juniors so that's why juniors
were treated like that in this movie",CAG
what is with kasturi's accent xD,NAG
Bro who hurt you?,NAG
"[15:20](https://www.youtube.com/watch?v=n3d5IlngAMA&t=15m20s) fake accent
detected Kasturi Shankar (Kung fu kuttia)",NAG
"She said correctly. Hindutva once tried in 1947 and Pakistan and Bangladesh
came into being. This time Khalistan, Assam and few more countries are
expected.",NAG
"Arundhati is a old ugly witch poisoning the mind of people to promote violence
in India.",OAG
This fu....s lutyians should be first removed from NPR,NAG
"I left watching romcom of Bollywood since my breakup that was happened 3 years
ago",NAG
Nice video bro,NAG
She is a foreign agent,NAG
Thank you for your support,NAG
True. Bhansali is useless director,NAG
"""It is not a filmmaker's responsibility to teach the audience
morality.""~Joaquin Phoenix.",NAG
👍👍👍 its a good love story.there is nothing wrong in the film.,NAG
Very lovely,NAG
"I have massive Respect for people who actually come here to see this.
If you are following this man, I know you are actually doing something with
your life. By the way I am one of his biggest fan. Let's make this family a
huge one.",NAG
That's what it fu**ing means you dumbass!!,OAG
Mentally disordered people.,NAG
Bring back section 377,NAG
Do some research.,NAG
i wish my bf could take this step and keep me and enjoy bed 🥰,NAG
"Review is realistic but stop using abuses. Don't use maa behen ki galiyan in
that way u r also not respecting women.",CAG
Homosexuality should be banned,NAG
"Most of these feminists are having multiple marriages and exhibits cleavages
and short dresses and vulgar dialogues. Kabir is movie of truth and not
hyppocratic",OAG
😍 1m views 💥,NAG
Tere naam is the OG,NAG
3D conjuring... oh god 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,NAG
Love you bro and your thoughts ❤️❤️❤️❤️❤️.this guy deserves more subscriber,NAG
"ridiculous Program. I has waste my 30 mints, but during this 30 mints not a
single person can express their thoughts except Anchor.",NAG
Watch it in 0.25x,NAG
"lesbian and gay...just fuck world...india go over smart fuck...india copy
usa..and main devil usa...fuck World 😠",OAG
"Sir,u know when you made the list of best inspirational movies from your
perspective,there wasn't a single movie from Bollywood  
This implies how Bollywood suck with stories and morality",CAG
Mensutra lover likes here.....👇👇,NAG
He's a brainy,NAG
😂😂😂no words for explain... Video is 🔥 msg v & comedy v ❤❤❤❤❤,NAG
Nice broo,NAG
nice friends,NAG
I had to left movie before interval... It was craving of cigarette,NAG
Perfect said . 👍👌,NAG
"Broooo u nailed it......literally your words are very meaningful and no one
has guts like u to point at Bollywood....!!",NAG
"😂😂😂😂😂  
  
Love it😂😂😂",NAG
if the govt can be deceptive why not the citizen decieve the govt???,NAG
Wow handsome,NAG
"I don't follow your review. I want to say the character is not responsible of
anything.",NAG
Liberals are Real Gandus,OAG
What a start👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻,NAG
"@shahzeb khan .. just beware of up police , otherwise hand wont be able to
clean ur..",NAG
"This lady is lost sanity need to b sent to mental asylum in Guatmao ,need to b
thrown out of the country v r better off minus such traitors",NAG
"Arundhati is guilty of gender crime by calling herself Kungfu Kutta. She
should say Kungfu Kutti.",OAG
Tupperware Wala Bottle @shwetabh Bhai 😂😂😂😂😂,NAG
"Always have debate on chutiya topics... Discussing with some more chutiyaas
... U don't have basic understanding... U show ur lack of understanding evey
night...  
Ek randi khana kyun nai khol lete tum raand log...",OAG
"Kabir Singh' inspired man kills girl
<http://way2.co/MjY4MjI5NQ==/81>
See this how a man is so inspired by the ""Kabir Singh"" personality.",CAG
"Why is it that activists have unkempt hair and wear disheveled clothes? How
different are they from stereotypical politicians who wear white khadi? By the
way someone told me that it costs quite a lot to maintain this image.",NAG
7505976613,NAG
"What the fuck did I just watch. I thought I was watching review. This guy have
very different idea of liberal. This guy is a bad example of Hindu. This guy
does not represent hindu just saying",OAG
Shwetabh. You are saving a whole generation brother. 🙏🏻🙏🏻,NAG
I had you ranu,NAG
Sometime u go in wrong direction from movie review.,NAG
100% agreed with you..,NAG
Are you trying to say joker has more toxicity than Kabir singh,NAG
"I wish I could get someone like him
men = women !!!",NAG
Check her interview to CNN about CAB and NRC,NAG
Bullshit,CAG
"@Manikarnika K concentrate on basic issues like jobs,medical facilities,
education, GDP not on religious discrimination",CAG
Indian concept😂😂😂,NAG
"But bhai bad massage are giving to socity by playing there characters very
well but on meaningless contents either they choose to do these characters
they can choose other contents like article 15, masan, there are many youngers
issue irrespective of all these bullshit.",NAG
😀😀😀😀😀😀😀😀😀😀😀🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭😀😀😀😀😀😀😀😀,NAG
"According to Rajdeep, freedom of speech is for every citizens. BUT not applied
for Army General Rawat. 😢",CAG
Clarity super,NAG
"@ankur maurya no, I don't think so.",NAG
"Very sad n wrong image of gays are present here. U have never come across
where gays sacrifice their pure emotions n love. Anyway u have good direction
but taking wife life is not right. I expect from u to make some bold n open
minded videos gays showing right image. God bless.",NAG
Too good sir thts true this liberals hv no values of there own,CAG
Riya Dsouza part 2 she is,NAG
Love you apu biswas .,NAG
Wow superb tells,NAG
Great de,NAG
"plz support our channel

hey guys❤❤❤",NAG
"A big thanks for making this video. I was explaining the exact thing to my
friend 2 days ago and here you uploaded the video on this topic.",NAG
Well played,NAG
"r they hero nd heroine,how peculiar they r ravish!!! from india",CAG
you committed crime being born as man.,OAG
