Text,Sub-task B
"Homosexuality is prohibited in almost every major religion. So we should not
follow western culture(even banned in Christianity).  
Our creator, the Almighty has made our metabolism in such a way that we can
only get attracted or do marrige from our opposite sex person. So a big
misconception is cleared here that homosexuality comes from our ancestor's
genes. Earlier there was a hypothesis by a scientist who said that it may be
genetic but later on it was discovered that the scientist himself was a
gay(psychologically not genetically). When people break the laws of
nature(like having sex with multiple persons of their opposite sex) their mind
later gets diverted to people of their own gender(like in western countries
earlier, there were so called mistresses 10 or 15 for a single man) who
fulfill the needs of wives for him alone. So, its our fault that we had
multiple relationships which made us psychologically so ill that we started
getting intrest in our own gender people also. God never made us like this nor
he will. We are breaking the rules of nature. It is also scientically proven
that having a single partner and enjoying a sex life with him/her throughout
your life rather than being a playboy or playgirl(sorry for the words) make us
a better human being in terms of both gender and obeying God's commandments.
So homosexuality is a sin in almost every religion and we should not legal it
in India. We should teach our future generations to have respect for their
opposite gender person(especially to boys) so that they do not develop a
mindset that girls are made for having fun(this will harm that boy
psychologically later), he may start finding intrest in his male friends just
to complete his fantasies. Same apply for girls. We should get bounded to the
rules made by nature and find a single life partner for us whom we can persue
our sexual and spiritual life.  
At last I would complete my stand by saying that God says us to follow the
Truth rather than to follow people who speak that homosexuality should be
legal in India on behalf of their democracy. Nothing is bigger than the Nature
given laws and the Truth of life.  
Peace ✌",GEN
"So why don't you become a direction ? Be the one whom you want the world to be
. @shwetabh",NGEN
Most faltu movie I ever seen,NGEN
True and honest review on YouTube. Fak fake pplz.,NGEN
"Man I couldn’t agree more.. each n every word wch u said here is the same
thing I thought wen des so called feminists wer barking..!!",NGEN
Mvwi,NGEN
your speech is right i like to your remarks,NGEN
@b bro I agree with u bro👍,NGEN
She is psycho,NGEN
"Yes because Shahid is an highly physically attractive man imagine if it is
played less physical attractive actor such as irfan and nawazzudin what would
the critics say??",NGEN
Hatts off to you💐💐💐🙏🙏🙏,NGEN
I need gf,NGEN
Awesome i like that Sardar guy,NGEN
"Team naughty world.. Fab..Again u guys rock..Keep it up..Waiting for more
stuffs..",NGEN
"Whatever the liberals and feminist called about this movie...but u explained
all stories nice and special about these lib and feminist people u taunted
them nicely i like it..and the movie is nice both couples are looks so cute
and emotional...😐👍",NGEN
"Pratik bahi... Great review as usual... Watch REVA gujarati movie which
depicted Indian culture very beautifully... This movie is one of the best",NGEN
"we are so lucky to have our own country. Allah ka shukar hai we had a great
leader like Quaid e azam who foreseen this.  
I live in UK at the moment my Indian friends always used to ask me why
Pakistan was created? and if there was no partition of India we could be super
power. Now i tell them this is the reason why Pakistan was created. Pakistan
zindabad! Pakistan ka matlab kya la ilaha illallah!Pakistan zindabad!",NGEN
Thanks a lot ...I really wanted this ....,NGEN
Bul shit,NGEN
Nice video dada,NGEN
That's called haresh .ment not love,NGEN
I just really really hate THIS GUY,NGEN
"But doesn't Arundhati Roy looks like a dog, barks like a dog and acts like a
dog? So isn't it obvious that she wants to be a kung fu dog and so advises
people to call themselves one?",GEN
True lol dude,NGEN
"If Arundhati Roy is living in USA, then she should say the similar things
about the actions taken by President Trump over there and see the reactions in
the USA media about it rather than speaking such kind of foul words about the
actions taken by the Modi government in India.",NGEN
N drugged operation,NGEN
I am desperately waiting for this video,NGEN
Name mithun,NGEN
"Wah, Pratik bhai very nice explaination. Maza aa gaya.",NGEN
"Why are you against liberals? What’s your definition of ‘aacha’. You are here
to review a movie. So just do that instead of spreading venom",NGEN
S0rry.very.bad.chennel. your,NGEN
"I congratulate the brave husband for taking such a brave act. I am also the
victim of 498a. I cant take this step for the sake of my son who is under her
unlawful custody. Since one and half year I am suffering from this agony. I
will fight till the end but not compromise.",NGEN
"I want to ask Singer like Sona Mohapatra But tell me one thing, when u sang
""bedardi raja zara paas to aaja"" ...were u singing lulaby? What were u
promoting? I liked the song, nice voice nice beats.. that's it. U must have
put your best to sing the song. And remember ur husband, Mr. Ram Sampath
creating music for Delhi Belly...rember the "" Bhaag Dk bose"" song. What was he
promoting? Shahid Kapoor has acted brilliantly. Praise his acting skills the
same way u took the accolades for ur song. Going by your logic, people who
watched 'Gangs of Wasseypur'..they must have gone on a killing spree...using
filthy language.. smoking weed...",NGEN
"Such a great video shwetabhbhai keep making this kind of videos,i hope this
video gonna viral so, people could understand what's the reality",NGEN
I also hated ths movie,NGEN
"India has to lay strict rule for anti Indian agenda people and leaders
misleading the ignorant fanatic citizens",NGEN
"You are right, I support your views .",NGEN
Play this video on ×1.5,NGEN
Dear Feminists suck my dick 😊👌,GEN
Thanks for this video....,NGEN
@Prabhu Prabhu Aree bhai bhai bhai.. 😂😂 Thank you!😁,NGEN
"nice,,,,,",NGEN
you guys have nailed it pure bliss splendid performance :):):):),NGEN
"This is really great job , this what happen when innocent man charged .",NGEN
"what!, his is not a shouting match?",NGEN
"Nupur 10 - kasturi 0  
😂",NGEN
Shitty story. One transgender is going to have x with a gay man?? 🤣🤣🤣,NGEN
"Gays should not be allowed to serve in indian armed forces as it will affect
the prestige of our armed forces",GEN
Gays fucks ugh,GEN
"Homosexual will not allow in army.  
Becoz homosexuality is one of the major coz of sexual diseases.",GEN
Bhakts vs seculars,NGEN
things u said are absolutely true but i saw this movie just as a movie man,NGEN
Perfect Explanation,NGEN
"@Pratik Borade Kya sachai?Ye mere question ka answer tho nhi hai. I am not
talking about the movie, even I liked the movie.  
  
Do you consider liberal as a negative?  
Do you even know what the term means?",NGEN
This review is shit,NGEN
"This poor guy facing prison for someone creaction women should be rape burn
and kill before the law take its cource. once in the hands of law your 7 to 10
year fix for law tourcher on your famely",NGEN
Nice video ♥️,NGEN
"You are right sir bollywood movies can nsver be realistic ones their minds are
DASH....",NGEN
"Inhustice happened director was sentenced but a girl is also a criminal,
according to law girl should also be punished..... Inshort she is a bitch and
after this case parents might have been abused by area.",GEN
Sir please review IRU MUGAN 🙏🏻🙏🏻,NGEN
Amazing 👌 brother outstanding review 🙌,NGEN
"Oh really??? So u think this madarchod Kabir Singh is true portrayal of
student life in India???  
Watch Kota Factory to see what's student life in India.",GEN
We want banned of alcohol in West Bengal.,NGEN
"Come on republic..your all debate is good..but don't bring that shouting lady
into the dabate for god shake..she always spoils it..",NGEN
Lol,NGEN
"Mere dil ki baat bol di
I told these things to my friends but everyone stopped talking to me after
that😆",NGEN
"I don't know how i came here ....  
But this channel is great ..  
Bhai mein dum hai yaar ..😎😎😎😎",NGEN
Vare nice,NGEN
Nice review brother..quick wala,NGEN
Supar boss,NGEN
Bro true said i also think like this.,NGEN
Arundahti Roy is traitorous,NGEN
"Kabir Singh loves truly Preeti : feminists were silent ,  
Kabir Singh accepted his ban from his profession : feminists were silent ,  
Preeti Slapped Kabir 4 to 5 times in move : feminists were silent ,  
Kabir slapped Preeti : feminists say "" this is toxic masculinity , women are
still opressed by men , this movie should be banned",NGEN
"I WONT SETTLE FOR JUST IN LAWS. IF I HAVE TO MURDER ...I WILL TAKE THE ENTIRE
GANG OF B I T C H E S . INDIA'S B I T C H E S : RAANDI INDIRA JAISINGH RENUKA
RAANDI CHOWDHARY BRINDA KARAT GIRIJA VYAS RANJANA KUMARI SONAI RAANDI GAANDHI
....LIST GOES ON. I will keep killing ..TILL THERE IS NO CONGRESS CPI CPIM ETC
BASTARD LEFT ALIVE",GEN
"Indian army require mentally and physically strong person .... gay are not
mentally fit...",GEN
Omg. Adv. is of 70 mins.,NGEN
Very nice review ..completely agree 🙏,NGEN
Sir. Thanks to you that you are active again.,NGEN
"I have not seen this movie but I am trying to imagine the marriage of the lead
characters.. Kriti dead because of angry Kabir 🤣  
  
Obsession is never healthy..we see so may extramarital affairs and other
issues in our society because of this..this movie is fiction only",NGEN
Well said bro...U have shown the REAL thing..,NGEN
Sir tell us about hollywood industries.,NGEN
Nicevbo,NGEN
Amazing,NGEN
The best review🖤,NGEN
"Prateek, bulls eye! You just shut them up nicely",NGEN
like it apu,NGEN
Bhai do review on gully boy best movie of Bollywood this year,NGEN
Lord Shri Krishna is the ultimate example to follow,NGEN
fales case very shame​,NGEN
"I want to show this video to Sandeep reddy vanga and Pratik borade and some
feminist.
Yr ye bnda 🙏🏻🙏🏻. Our voice🙏🏻🙏🏻",NGEN
fuck feminist. Captain America Avengers Assemble 😎,NGEN
Arnab want poor to bleed ...,NGEN
Arnab is anchor or from BJP. More loyal to the king than the king himself.,NGEN
"I totally agree on all the points highlighted by u sir, but i would like to
add a point. According to me the movie exhibits why one shouldn't be like
kabir. It unveils how a person looses everything he loves just bcoz of his
attitude and reverts only after slight improvement in hid attitude",NGEN
Cheap video,NGEN
Great video😘😘😘,NGEN
Salute bhai,NGEN
Bhot accha sir u changed my point of view for this movi😲😲,NGEN
